age,overall,potential,international_reputation,weak_foot,skill_moves,work_rate,pace,shooting,dribbling,physic,attacking_crossing,attacking_heading_accuracy,attacking_volleys,skill_curve,skill_long_passing,movement_agility,movement_reactions,power_shot_power,power_stamina,power_strength,power_long_shots,mentality_positioning,mentality_penalties,mentality_composure_boxcox,passing_boxcox,mentality_vision_boxcox,value_eur_boxcox,wage_eur_boxcox,skill_fk_accuracy_boxcox,defending_boxcox,mentality_aggression_boxcox,defending_marking_boxcox,mentality_interceptions_boxcox,defending_standing_tackle_boxcox,pca_0,pca_1,position1_RW position2_ LW,position1_LW,position1_LW position2_ RW,position2_ LW,position1_LW preferred_foot_Right,position1_RW preferred_foot_Left,position1_RW,position2_ LW preferred_foot_Right,position2_ ST,position1_ST preferred_foot_Right,position1_ST,position1_ST position2_NA,position2_NA preferred_foot_Right,position2_NA
20.0,54.0,68.0,1.0,2.0,2.0,1.0,76.0,51.0,58.0,53.0,28.0,44.0,45.0,41.0,40.0,71.0,46.0,52.0,56.0,59.0,43.0,46.0,56.0,2.217096176657696,3.3291261452116685,2.344379266305195,18.186294556671818,6.776922358580213,1.5522199596737745,1.480525234008308,2.633649086018807,2.5726842550227826,1.8620714456608367,2.014939908468459,-0.3779785335385322,-1.5232090024104643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
20.0,54.0,68.0,1.0,2.0,2.0,1.0,71.0,45.0,58.0,51.0,52.0,40.0,48.0,47.0,43.0,73.0,44.0,49.0,49.0,50.0,32.0,46.0,42.0,2.2726595175144326,3.450262255953547,2.33782896758502,18.186294556671818,6.776922358580213,1.604093855567058,1.5808957798817103,2.895641653318523,3.2597402869725545,2.023813556683207,2.5042506987122697,-1.1900028202995092,-1.5007725410683246,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,54.0,68.0,1.0,3.0,2.0,1.0,66.0,55.0,48.0,50.0,32.0,58.0,38.0,40.0,31.0,62.0,48.0,56.0,55.0,54.0,54.0,49.0,55.0,2.2247865036018952,3.249843618322927,2.3097946246409933,18.186294556671818,6.776922358580213,1.541773328914353,1.516121222308795,2.577897994878789,2.9104009739842094,1.8620714456608367,2.066385446516267,-1.6490082313901389,-0.7070466195763376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
19.0,54.0,68.0,1.0,3.0,2.0,1.0,81.0,48.0,54.0,40.0,49.0,34.0,41.0,42.0,37.0,59.0,38.0,57.0,47.0,39.0,39.0,51.0,52.0,2.217096176657696,3.383488637672824,2.3569872033675825,18.186294556671818,6.776922358580213,1.561674260016329,1.5444119818719417,2.6157680363213194,3.082131822140988,1.9111624280074981,2.3871566370309916,-0.3734756549108046,-2.7082316120450747,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
19.0,54.0,68.0,1.0,3.0,2.0,1.0,65.0,54.0,52.0,43.0,30.0,58.0,40.0,37.0,28.0,55.0,48.0,48.0,34.0,50.0,51.0,50.0,58.0,2.2394728382210376,3.2068044766368393,2.286571074143502,18.186294556671818,6.776922358580213,1.547131171930309,1.516121222308795,2.6675318940922548,2.7568099329800435,1.77105455707282,2.156582596347263,-1.7204814070538368,-0.48295677734636433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
18.0,54.0,68.0,1.0,3.0,2.0,2.0,76.0,51.0,55.0,51.0,39.0,45.0,44.0,36.0,36.0,67.0,48.0,52.0,63.0,51.0,49.0,50.0,54.0,2.290518262666204,3.347693484316392,2.3097946246409933,18.03416455777567,6.776922358580213,1.547131171930309,1.5675881587508063,2.68361248325377,3.408523379599576,1.93310559426565,2.300717864846649,-0.4209376040124729,-1.665323429317174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
21.0,54.0,67.0,1.0,2.0,2.0,1.0,64.0,49.0,55.0,55.0,33.0,55.0,42.0,50.0,29.0,65.0,56.0,49.0,49.0,59.0,47.0,52.0,50.0,2.259939965631786,3.347693484316392,2.3569872033675825,17.87153188311357,6.776922358580213,1.6169473329950628,1.5603345121009968,2.8647004825218096,3.2914889981485307,1.93310559426565,2.2682751741622194,-1.9401031780487612,-1.0125546852645144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
20.0,54.0,67.0,1.0,2.0,2.0,1.0,67.0,49.0,51.0,54.0,29.0,57.0,46.0,49.0,33.0,52.0,53.0,44.0,52.0,59.0,43.0,59.0,63.0,2.2726595175144326,3.2905389525703623,2.31709628913732,17.87153188311357,6.776922358580213,1.5522199596737745,1.526232324181628,2.7829947460709605,3.120499448055245,1.6473719377873703,2.156582596347263,-1.661693337697814,-1.124214090631992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
18.0,54.0,67.0,1.0,2.0,2.0,1.0,70.0,52.0,53.0,61.0,30.0,49.0,42.0,33.0,30.0,60.0,48.0,53.0,62.0,67.0,44.0,53.0,55.0,2.259939965631786,3.228633262255647,2.302280812245925,17.696773826900767,6.776922358580213,1.5660762014595013,1.526232324181628,2.770031620929496,2.8619777018168917,1.8875624493268246,2.2682751741622194,-1.498811246500418,-1.2885647966612819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
21.0,54.0,66.0,1.0,3.0,2.0,1.0,58.0,51.0,49.0,62.0,35.0,54.0,35.0,43.0,43.0,50.0,49.0,56.0,60.0,67.0,48.0,57.0,42.0,2.2091567902754066,3.347693484316392,2.344379266305195,17.696773826900767,6.776922358580213,1.5702825231008308,1.6486024917801954,2.924567491750992,3.4874285823066398,2.244481451667348,2.7786642554374215,-2.8385623486217724,-0.35041741408521504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
19.0,54.0,66.0,1.0,3.0,2.0,1.0,64.0,52.0,50.0,50.0,26.0,58.0,37.0,30.0,54.0,66.0,56.0,48.0,57.0,53.0,50.0,53.0,61.0,2.2247865036018952,3.383488637672824,2.302280812245925,17.696773826900767,6.776922358580213,1.5238264859434651,1.5444119818719417,2.536851558409548,3.120499448055245,1.93310559426565,2.233642057233157,-1.2666432305515312,-0.04814459820640303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
21.0,54.0,66.0,1.0,3.0,2.0,1.0,57.0,57.0,51.0,51.0,31.0,52.0,55.0,56.0,48.0,59.0,57.0,54.0,54.0,56.0,56.0,57.0,62.0,2.2533118870771616,3.400757066319091,2.406854460075256,17.696773826900767,6.776922358580213,1.5743071444167307,1.516121222308795,2.6157680363213194,2.9104009739842094,1.8344046503782445,2.196528005162929,-2.5228358419384973,0.17790211191115726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
20.0,54.0,66.0,1.0,3.0,2.0,1.0,58.0,49.0,47.0,64.0,42.0,64.0,48.0,36.0,47.0,54.0,48.0,52.0,57.0,68.0,41.0,54.0,48.0,2.266386303539056,3.4341272865353534,2.3630591546030923,17.696773826900767,6.776922358580213,1.547131171930309,1.5675881587508063,2.9854531935071913,2.9104009739842094,2.0534161915355966,2.3871566370309916,-2.4605280546294583,-0.28105275139899477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
19.0,54.0,66.0,1.0,3.0,2.0,1.0,66.0,53.0,50.0,56.0,31.0,62.0,35.0,34.0,30.0,80.0,49.0,50.0,65.0,60.0,52.0,49.0,56.0,2.266386303539056,3.228633262255647,2.302280812245925,17.696773826900767,6.776922358580213,1.547131171930309,1.516121222308795,2.536851558409548,2.8619777018168917,1.9111624280074981,1.9581915330463684,-1.7537143238109933,-0.7616444576310808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
18.0,54.0,66.0,1.0,2.0,2.0,1.0,68.0,51.0,50.0,64.0,31.0,59.0,37.0,27.0,23.0,49.0,45.0,68.0,52.0,75.0,41.0,47.0,41.0,2.1651656183931056,3.184321281053961,2.302280812245925,17.507853984023924,6.776922358580213,1.517115328468819,1.5744294286224392,2.915134377194075,3.1927507764234835,1.9111624280074981,2.437419988060028,-1.9849687404318923,-1.6965707368645384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
22.0,54.0,65.0,1.0,3.0,2.0,2.0,61.0,52.0,53.0,61.0,35.0,54.0,44.0,40.0,32.0,57.0,52.0,46.0,57.0,58.0,55.0,54.0,56.0,2.2533118870771616,3.2905389525703623,2.324196215958342,17.696773826900767,6.776922358580213,1.5570612478550403,1.5675881587508063,3.0459062361156275,3.1573334778160134,1.9907918488466652,2.3871566370309916,-2.400665513342749,-0.6342252703480785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
21.0,54.0,65.0,1.0,3.0,2.0,1.0,61.0,55.0,53.0,43.0,35.0,56.0,49.0,39.0,32.0,60.0,48.0,53.0,50.0,41.0,49.0,53.0,59.0,2.266386303539056,3.2905389525703623,2.278350049102948,17.696773826900767,8.104774075415646,1.5702825231008308,1.516121222308795,2.6508899363128573,2.6993916513151945,1.6473719377873703,2.300717864846649,-1.9107821004250785,0.18226491380468485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
20.0,54.0,65.0,1.0,2.0,2.0,1.0,87.0,52.0,51.0,46.0,32.0,48.0,41.0,43.0,32.0,63.0,48.0,47.0,49.0,49.0,48.0,51.0,57.0,2.278767650399617,3.249843618322927,2.269866485257038,17.696773826900767,6.776922358580213,1.5238264859434651,1.6086294288637202,2.6675318940922548,3.560064316576236,1.9535867000935991,2.5809018180763257,0.8695966866538182,-2.375839040703059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
21.0,54.0,65.0,1.0,3.0,2.0,1.0,69.0,52.0,55.0,41.0,47.0,47.0,46.0,43.0,44.0,56.0,51.0,48.0,52.0,36.0,49.0,56.0,54.0,2.2726595175144326,3.4341272865353534,2.344379266305195,17.696773826900767,7.442015355198194,1.5570612478550403,1.466455481723751,2.6675318940922548,2.3430137646908062,1.734378707447546,2.156582596347263,-0.9130292989275769,-0.6995347884043278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
19.0,54.0,65.0,1.0,3.0,3.0,2.0,78.0,48.0,52.0,69.0,30.0,58.0,42.0,38.0,27.0,58.0,40.0,52.0,67.0,77.0,46.0,50.0,49.0,2.259939965631786,3.112535063713233,2.1786676095808373,17.507853984023924,6.776922358580213,1.4760775616351054,1.535636467037123,2.8855644906072935,2.810883557456798,1.9535867000935991,2.156582596347263,-1.0889067769238854,-2.854223233988021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
19.0,54.0,65.0,1.0,2.0,2.0,1.0,70.0,44.0,57.0,53.0,44.0,50.0,44.0,22.0,28.0,42.0,58.0,55.0,54.0,52.0,39.0,45.0,32.0,2.307079174939635,3.383488637672824,2.302280812245925,17.507853984023924,6.776922358580213,1.502361842134903,1.6855208147938903,2.8647004825218096,3.8556259819623597,2.31298043375034,2.9145206962979513,-0.9956266402362394,-1.6310048701521032,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
22.0,54.0,64.0,1.0,2.0,3.0,1.0,71.0,51.0,59.0,39.0,37.0,44.0,41.0,47.0,47.0,69.0,50.0,54.0,47.0,31.0,39.0,50.0,45.0,2.2961743730675406,3.4341272865353534,2.3569872033675825,17.507853984023924,7.442015355198194,1.5781626427635245,1.5983551549263135,2.7566943501288357,3.082131822140988,2.126879785311894,2.598256772883575,-0.5672350291112163,-0.6724501005309306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
19.0,54.0,64.0,1.0,3.0,3.0,1.0,70.0,50.0,59.0,44.0,49.0,32.0,52.0,50.0,40.0,66.0,40.0,52.0,55.0,43.0,48.0,51.0,38.0,2.290518262666204,3.365807310408811,2.31709628913732,17.507853984023924,6.776922358580213,1.561674260016329,1.5808957798817103,2.5972011789663365,3.000250483928517,2.1159500510451563,2.562876198719709,-1.5902934785004574,-1.573679132714753,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
19.0,54.0,64.0,1.0,4.0,2.0,2.0,69.0,50.0,54.0,55.0,31.0,47.0,40.0,37.0,32.0,65.0,54.0,51.0,57.0,61.0,45.0,59.0,50.0,2.3016927392641993,3.228633262255647,2.302280812245925,17.507853984023924,7.442015355198194,1.541773328914353,1.516121222308795,2.68361248325377,2.810883557456798,1.734378707447546,2.300717864846649,-1.8736763704093082,-1.7317959004374548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
19.0,54.0,63.0,1.0,2.0,2.0,1.0,56.0,50.0,54.0,59.0,34.0,62.0,48.0,58.0,30.0,69.0,55.0,51.0,52.0,68.0,46.0,48.0,54.0,2.290518262666204,3.2704686642463594,2.286571074143502,17.30216724063372,6.776922358580213,1.5818604148991797,1.535636467037123,2.807873324028849,2.6993916513151945,1.93310559426565,2.300717864846649,-3.1535699278670672,-0.4226958502604912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
21.0,54.0,63.0,1.0,3.0,3.0,1.0,70.0,55.0,54.0,53.0,43.0,50.0,55.0,62.0,41.0,63.0,53.0,47.0,52.0,58.0,53.0,46.0,54.0,2.278767650399617,3.4176309060780703,2.3569872033675825,17.507853984023924,6.776922358580213,1.6319358029636863,1.535636467037123,2.7288134099440176,3.000250483928517,1.93310559426565,2.233642057233157,-0.9866934806230989,-0.744778378144507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
21.0,54.0,62.0,1.0,3.0,2.0,1.0,68.0,49.0,53.0,59.0,30.0,54.0,40.0,34.0,52.0,61.0,50.0,48.0,65.0,58.0,48.0,51.0,53.0,2.278767650399617,3.400757066319091,2.33782896758502,17.30216724063372,6.776922358580213,1.5570612478550403,1.526232324181628,2.875254174432316,2.9104009739842094,1.972769276095106,2.1133781144904193,-1.0582189416679126,-0.8994818141187896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
23.0,54.0,59.0,1.0,3.0,2.0,2.0,79.0,52.0,51.0,55.0,31.0,52.0,43.0,32.0,31.0,69.0,47.0,55.0,56.0,64.0,48.0,47.0,62.0,2.2394728382210376,3.249843618322927,2.302280812245925,17.076304169965937,7.442015355198194,1.561674260016329,1.5052104880882688,2.536851558409548,2.9104009739842094,1.6934668360204996,2.156582596347263,-0.36035940154781293,-2.112881934007004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
22.0,54.0,59.0,1.0,2.0,2.0,1.0,71.0,55.0,50.0,41.0,30.0,53.0,37.0,36.0,27.0,73.0,53.0,50.0,52.0,39.0,59.0,53.0,59.0,2.2533118870771616,3.2905389525703623,2.302280812245925,17.076304169965937,7.442015355198194,1.5570612478550403,1.5603345121009968,2.4920953280664286,3.2914889981485307,1.8875624493268246,2.300717864846649,-0.6754388282361,-0.6331046939649533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
22.0,54.0,58.0,1.0,2.0,2.0,2.0,71.0,51.0,50.0,57.0,30.0,54.0,44.0,45.0,40.0,61.0,54.0,55.0,62.0,65.0,47.0,50.0,59.0,2.2726595175144326,3.249843618322927,2.269866485257038,17.076304169965937,7.442015355198194,1.561674260016329,1.6134184734317776,2.5578023338485414,3.560064316576236,2.023813556683207,2.562876198719709,-1.6343480519903106,-1.8504602756065394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
18.0,53.0,73.0,1.0,2.0,2.0,1.0,56.0,52.0,52.0,49.0,29.0,50.0,42.0,38.0,30.0,58.0,48.0,51.0,45.0,56.0,48.0,54.0,49.0,2.2726595175144326,3.2704686642463594,2.294543651979825,17.696773826900767,6.776922358580213,1.541773328914353,1.493389548608307,2.6508899363128573,2.6993916513151945,1.8042115375086012,1.9581915330463684,-2.5591353183443672,0.17133988322957622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
19.0,53.0,73.0,1.0,3.0,2.0,1.0,69.0,53.0,49.0,49.0,28.0,55.0,41.0,35.0,28.0,64.0,54.0,54.0,53.0,52.0,50.0,47.0,54.0,2.2464928227775425,3.249843618322927,2.324196215958342,17.87153188311357,6.776922358580213,1.547131171930309,1.516121222308795,2.633649086018807,2.8619777018168917,1.6934668360204996,2.2682751741622194,-1.5092017561777977,-1.1084760522859363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
18.0,53.0,73.0,1.0,2.0,2.0,1.0,75.0,51.0,52.0,50.0,31.0,52.0,38.0,38.0,32.0,60.0,51.0,50.0,51.0,56.0,48.0,48.0,54.0,2.278767650399617,3.228633262255647,2.3097946246409933,17.696773826900767,6.776922358580213,1.541773328914353,1.466455481723751,2.6508899363128573,2.3430137646908062,1.8344046503782445,2.014939908468459,-0.9772908669038083,-1.885400014541726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
18.0,53.0,72.0,1.0,2.0,2.0,1.0,70.0,55.0,58.0,35.0,39.0,42.0,48.0,42.0,33.0,76.0,46.0,54.0,46.0,28.0,50.0,52.0,56.0,2.2726595175144326,3.365807310408811,2.344379266305195,17.696773826900767,6.776922358580213,1.547131171930309,1.493389548608307,2.6675318940922548,2.6993916513151945,1.93310559426565,2.014939908468459,-0.8718300874301443,-0.6485715864853557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
20.0,53.0,71.0,1.0,3.0,2.0,2.0,71.0,49.0,56.0,40.0,50.0,42.0,45.0,48.0,44.0,58.0,37.0,56.0,37.0,44.0,39.0,46.0,51.0,2.278767650399617,3.4341272865353534,2.350762882497616,17.87153188311357,7.8299967201075855,1.595268090699677,1.603614402736107,2.68361248325377,3.560064316576236,2.007772700040432,2.524608988047229,-1.0856545584676307,-1.3989817101432072,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18.0,53.0,71.0,1.0,3.0,2.0,1.0,56.0,55.0,47.0,50.0,37.0,54.0,34.0,40.0,39.0,59.0,48.0,51.0,50.0,53.0,47.0,56.0,64.0,2.259939965631786,3.3100827263623893,2.3311040966773553,17.696773826900767,7.442015355198194,1.5570612478550403,1.5052104880882688,2.7566943501288357,2.8619777018168917,1.734378707447546,1.9581915330463684,-2.760097776009367,0.3913952139410147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
20.0,53.0,70.0,1.0,2.0,3.0,2.0,71.0,49.0,56.0,53.0,53.0,34.0,43.0,47.0,36.0,56.0,38.0,59.0,60.0,56.0,35.0,50.0,52.0,2.2247865036018952,3.365807310408811,2.302280812245925,17.87153188311357,7.442015355198194,1.5818604148991797,1.5603345121009968,2.68361248325377,3.2268553762011907,2.023813556683207,2.3871566370309916,-1.4241981947216653,-1.5594048906416027,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19.0,53.0,70.0,1.0,3.0,2.0,1.0,69.0,47.0,57.0,38.0,54.0,40.0,48.0,42.0,34.0,77.0,35.0,44.0,43.0,37.0,33.0,51.0,55.0,2.259939965631786,3.383488637672824,2.294543651979825,17.87153188311357,6.776922358580213,1.5921064073932165,1.5870200836401955,2.6508899363128573,3.2597402869725545,2.023813556683207,2.5441303066232113,-1.2886100840144181,-1.0483799064397534,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19.0,53.0,70.0,1.0,2.0,2.0,1.0,69.0,41.0,59.0,55.0,43.0,47.0,37.0,38.0,48.0,71.0,47.0,43.0,51.0,58.0,35.0,49.0,37.0,2.1924711718651984,3.400757066319091,2.31709628913732,17.87153188311357,7.442015355198194,1.561674260016329,1.6382224343489344,2.8855644906072935,3.4874285823066398,2.200745631313446,2.743019296624534,-1.5457001508974655,-1.9445819588773496,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19.0,53.0,69.0,1.0,2.0,2.0,1.0,68.0,51.0,56.0,46.0,46.0,32.0,46.0,48.0,49.0,79.0,37.0,55.0,50.0,39.0,45.0,47.0,55.0,2.2247865036018952,3.450262255953547,2.324196215958342,17.87153188311357,6.776922358580213,1.588823275778899,1.603614402736107,2.8647004825218096,3.120499448055245,2.1045487405875205,2.6764006978370904,-1.215661563496846,-0.9087503309588273,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
18.0,53.0,69.0,1.0,2.0,2.0,1.0,80.0,49.0,56.0,49.0,37.0,44.0,47.0,49.0,40.0,60.0,55.0,50.0,59.0,50.0,47.0,47.0,56.0,2.266386303539056,3.365807310408811,2.31709628913732,17.696773826900767,6.776922358580213,1.5660762014595013,1.535636467037123,2.5972011789663365,2.9104009739842094,1.93310559426565,2.300717864846649,-0.05540651263990961,-2.1839534409229526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
18.0,53.0,69.0,1.0,3.0,2.0,1.0,60.0,53.0,51.0,51.0,30.0,52.0,34.0,33.0,28.0,59.0,53.0,50.0,52.0,59.0,49.0,48.0,63.0,2.2247865036018952,3.2068044766368393,2.302280812245925,17.696773826900767,6.776922358580213,1.5361221671326586,1.493389548608307,2.5578023338485414,2.6993916513151945,1.734378707447546,2.014939908468459,-2.547489413212136,-0.32115504299323455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
20.0,53.0,68.0,1.0,2.0,2.0,1.0,55.0,47.0,52.0,57.0,29.0,59.0,35.0,36.0,35.0,56.0,55.0,45.0,55.0,68.0,44.0,55.0,50.0,2.2464928227775425,3.3100827263623893,2.344379266305195,17.87153188311357,7.442015355198194,1.5660762014595013,1.6134184734317776,2.5972011789663365,3.8037008122729454,2.007772700040432,2.3599679246294123,-3.1018555850085594,-0.37731668760748527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
19.0,53.0,68.0,1.0,3.0,3.0,1.0,77.0,50.0,57.0,45.0,43.0,42.0,45.0,43.0,39.0,80.0,35.0,58.0,52.0,41.0,43.0,44.0,46.0,2.2464928227775425,3.365807310408811,2.324196215958342,17.87153188311357,6.776922358580213,1.561674260016329,1.5444119818719417,2.7956027625408217,2.956416510933351,1.93310559426565,2.3599679246294123,-0.40498300328293413,-1.8445266914524672,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19.0,53.0,68.0,1.0,3.0,2.0,1.0,66.0,53.0,51.0,45.0,25.0,46.0,53.0,38.0,24.0,63.0,50.0,56.0,45.0,48.0,42.0,53.0,49.0,2.2009537424492596,3.161144496724477,2.269866485257038,17.87153188311357,7.442015355198194,1.5361221671326586,1.526232324181628,2.6508899363128573,2.956416510933351,1.93310559426565,2.196528005162929,-1.7038111451463478,-0.7565460252224048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
19.0,53.0,68.0,1.0,3.0,2.0,1.0,60.0,53.0,50.0,55.0,29.0,59.0,44.0,36.0,31.0,52.0,47.0,49.0,51.0,64.0,53.0,52.0,70.0,2.2726595175144326,3.228633262255647,2.286571074143502,17.87153188311357,6.776922358580213,1.547131171930309,1.493389548608307,2.6675318940922548,2.3430137646908062,1.734378707447546,2.1133781144904193,-2.64139586014928,-0.6539051130371051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
18.0,53.0,68.0,1.0,3.0,2.0,2.0,73.0,53.0,60.0,50.0,45.0,37.0,44.0,50.0,34.0,67.0,43.0,51.0,52.0,59.0,58.0,45.0,55.0,2.266386303539056,3.383488637672824,2.31709628913732,17.696773826900767,6.776922358580213,1.541773328914353,1.466455481723751,2.536851558409548,2.6993916513151945,1.734378707447546,2.014939908468459,-0.597401386219659,-1.2232632324187827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
21.0,53.0,67.0,1.0,3.0,2.0,2.0,59.0,48.0,47.0,69.0,31.0,63.0,44.0,39.0,35.0,53.0,48.0,55.0,56.0,82.0,40.0,45.0,50.0,2.290518262666204,3.2704686642463594,2.3311040966773553,17.87153188311357,7.442015355198194,1.5361221671326586,1.5603345121009968,2.915134377194075,3.1573334778160134,1.9535867000935991,2.233642057233157,-3.0075350056419716,-0.8667552917273768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
18.0,53.0,67.0,1.0,3.0,2.0,1.0,56.0,54.0,51.0,42.0,29.0,51.0,40.0,38.0,33.0,58.0,47.0,52.0,51.0,39.0,48.0,57.0,62.0,2.2322412409764234,3.249843618322927,2.294543651979825,17.696773826900767,6.776922358580213,1.517115328468819,1.516121222308795,2.633649086018807,2.8619777018168917,1.734378707447546,2.156582596347263,-2.7901908166514686,0.06595728190595054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
19.0,53.0,67.0,1.0,3.0,2.0,1.0,71.0,51.0,50.0,55.0,29.0,45.0,35.0,36.0,42.0,70.0,50.0,51.0,72.0,58.0,48.0,54.0,55.0,2.266386303539056,3.2905389525703623,2.278350049102948,17.87153188311357,6.776922358580213,1.517115328468819,1.480525234008308,2.514975520190765,2.4260028251108596,1.8620714456608367,1.9581915330463684,-1.111408629380295,-1.3085803944826948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
18.0,53.0,67.0,1.0,2.0,2.0,2.0,74.0,49.0,49.0,63.0,33.0,45.0,41.0,39.0,41.0,65.0,52.0,51.0,60.0,69.0,48.0,50.0,49.0,2.278767650399617,3.3291261452116685,2.3097946246409933,17.696773826900767,6.776922358580213,1.5743071444167307,1.516121222308795,2.8855644906072935,2.4260028251108596,1.972769276095106,2.300717864846649,-0.9989644545013309,-1.9841345233639236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
